update,mean_cost,mean_advantage,policy_loss,entropy_loss,capacity_loss,hinge_loss,spread_loss,total_loss,priority_dropped,economy_dropped,val_rl_cost,best_val_cost
154,14442.375,0.3903726718497337,-0.30699002742767334,-10.470919609069824,6.56482939120906e-08,0.07598453015089035,4.199607849121094,-6.502316474914551,0.0,82.125,,15572.225
155,15735.75,0.38267827832751894,-0.09988144040107727,-8.761672973632812,7.180637595638473e-08,0.062226030975580215,4.740213394165039,-4.059114456176758,0.0,82.125,,15572.225
156,17005.625,-0.32435769341461135,0.3553500473499298,-13.691630363464355,8.927698047500598e-08,0.05180787295103073,3.917687177658081,-9.366785049438477,0.0,102.0,,15572.225
157,12762.625,0.5780273866643801,-0.5437148809432983,-7.953456401824951,8.668872908401681e-08,0.06330522894859314,4.178297996520996,-4.255568504333496,0.0,74.5,,15572.225
158,11992.25,0.1582350119112889,-0.22773504257202148,-9.141244888305664,7.063437834631259e-08,0.05767574533820152,2.5158092975616455,-6.795495986938477,0.0,85.5,,15572.225
159,25309.25,-1.1194934676623687,2.4162092208862305,-16.29686737060547,1.0944276596092095e-07,0.06263047456741333,4.564668655395508,-9.253358840942383,0.0,124.25,,15572.225
160,22737.625,-0.6119349052541158,0.5081602334976196,-15.135812759399414,6.636226146383706e-08,0.12191878259181976,5.740407943725586,-8.765325546264648,0.0,111.25,17083.425,15572.225
161,22945.125,-0.35364752218031315,0.36436727643013,-13.3355073928833,1.1113417741626108e-07,0.14304843544960022,4.5897536277771,-8.238338470458984,0.0,109.5,,15572.225
162,16456.875,-0.1653737483450931,0.24877871572971344,-12.416322708129883,5.683895309971376e-08,0.09809300303459167,3.329789161682129,-8.739662170410156,0.0,102.375,,15572.225
163,17272.375,0.17122676811714113,-0.12578073143959045,-10.826923370361328,1.441605945728952e-07,0.10052073746919632,3.589535713195801,-7.26264762878418,0.0,93.25,,15572.225
164,20127.0,-0.14834711880965387,0.38272625207901,-13.157699584960938,7.178422833931108e-08,0.07891423255205154,3.6935527324676514,-9.0025053024292,0.0,100.5,,15572.225
165,24106.875,0.2277762054331917,0.007979273796081543,-11.805258750915527,1.0968012276180161e-07,0.0912608653306961,6.43426513671875,-5.271753311157227,0.0,97.625,,15572.225
166,19919.625,-0.44640645047392086,0.725516676902771,-13.828903198242188,7.578712057920711e-08,0.09448099136352539,3.000706195831299,-10.008199691772461,0.0,111.0,,15572.225
167,21408.5,0.41323028512944593,-0.3674543499946594,-10.033388137817383,7.632703358240178e-08,0.1331532895565033,6.330292701721191,-3.937397003173828,0.0,87.5,,15572.225
168,15344.25,0.6989082434668091,0.09032666683197021,-8.37436580657959,6.08249521860671e-08,0.11592768877744675,5.225266933441162,-2.942844867706299,0.0,77.25,,15572.225
169,13953.5,0.5341976212738309,0.947003960609436,-8.599555969238281,6.392286167056227e-08,0.1536647081375122,4.197761058807373,-3.301126480102539,0.0,77.125,,15572.225
170,13247.125,0.5142936838178901,-0.34087175130844116,-8.86803913116455,8.385146088585316e-08,0.10695821791887283,4.15077543258667,-4.95117712020874,0.0,75.375,15891.5,15572.225
171,18855.75,-0.37105226149117776,0.31749942898750305,-12.210539817810059,7.918440303456009e-08,0.07601198554039001,4.739959716796875,-7.077069282531738,0.0,103.75,,15572.225
172,21967.625,-0.061529028270024266,0.17817926406860352,-11.132255554199219,6.13735053889286e-08,0.058961838483810425,5.693810939788818,-5.201303958892822,0.0,89.375,,15572.225
173,20760.75,-0.6385059254884949,0.7987096309661865,-14.947554588317871,8.398731665693049e-08,0.07955673336982727,3.5906224250793457,-10.478666305541992,0.0,115.375,,15572.225
174,22045.125,-0.576252432701394,3.994584321975708,-14.844385147094727,6.633423055291132e-08,0.117225281894207,4.199766159057617,-6.532809257507324,0.0,107.75,,15572.225
175,15880.25,-0.15724798748772006,1.373136281967163,-12.967144966125488,8.164848708247519e-08,0.18352288007736206,3.562504768371582,-7.847980499267578,0.0,100.75,,15572.225
176,16216.375,2.8799590927941487e-05,0.1645241677761078,-11.848274230957031,8.485325508900132e-08,0.1619219034910202,3.64693284034729,-7.874896049499512,0.0,96.5,,15572.225
177,18191.625,-0.038288260175577266,-0.10349521040916443,-11.856544494628906,9.363125741401745e-08,0.1123107373714447,4.45916748046875,-7.388562202453613,0.0,102.75,,15572.225
178,21210.375,-0.39432177663035906,0.9871768951416016,-14.89000129699707,7.550403324785293e-08,0.0550030842423439,4.609271049499512,-9.238550186157227,0.0,110.125,,15572.225
179,16726.25,0.2663838698580747,-0.1785515993833542,-11.437044143676758,6.862576640287443e-08,0.07084404677152634,3.2350120544433594,-8.30974006652832,0.0,93.125,,15572.225
180,17782.125,-0.11158910608035102,0.17348237335681915,-12.700364112854004,1.0218829515906691e-07,0.08870697021484375,4.000475883483887,-8.437699317932129,0.0,102.0,16325.475,15572.225
181,11682.875,0.7957135749266037,-0.3259533643722534,-8.23278522491455,1.0817822015951606e-07,0.16342544555664062,3.0005745887756348,-5.394738674163818,0.0,75.0,,15572.225
182,16227.625,0.5975581063345663,-0.3436267375946045,-9.005061149597168,7.218837794198407e-08,0.16221721470355988,6.047804832458496,-3.1386661529541016,0.0,74.75,,15572.225
183,16826.25,-0.10260934860671742,0.21206510066986084,-11.797005653381348,9.306727832836259e-08,0.09779161214828491,4.612040042877197,-6.8751091957092285,0.0,97.125,,15572.225
184,16989.125,-0.31488397421873604,1.016706109046936,-13.05591106414795,8.418621888495181e-08,0.058825887739658356,3.694509744644165,-8.285869598388672,0.0,108.125,,15572.225
185,17498.875,-0.3132598713709607,0.7058143019676208,-14.20792293548584,1.2816981609375944e-07,0.04169179126620293,3.4589288234710693,-10.001487731933594,0.0,107.875,,15572.225
186,17498.0,0.05812756626922111,0.26667216420173645,-11.638287544250488,7.926033873673077e-08,0.05079358071088791,4.1515069007873535,-7.169314861297607,0.0,93.75,,15572.225
187,14865.875,0.5422020126356115,-0.19254226982593536,-9.159588813781738,5.0944933605023834e-08,0.10089541971683502,5.636139869689941,-3.6150951385498047,0.0,80.5,,15572.225
188,17977.5,0.19292248802244408,-0.07905799150466919,-10.14530086517334,1.1086482487598914e-07,0.08709768205881119,4.413143634796143,-5.724116802215576,0.0,85.125,,15572.225
189,18785.375,0.04747890051543774,0.5416226983070374,-11.689311027526855,6.150624187739595e-08,0.12514054775238037,5.329645156860352,-5.692902565002441,0.0,93.625,,15572.225
190,17347.625,-0.1759256423739417,0.42530232667922974,-11.550060272216797,8.445293531167408e-08,0.19156944751739502,4.63747501373291,-6.295713424682617,0.0,94.625,17663.35,15572.225
191,18696.125,0.16636818872680603,-0.05843217670917511,-10.915717124938965,6.745082714587625e-08,0.15451815724372864,3.8704118728637695,-6.949219703674316,0.0,89.5,,15572.225
192,19106.5,0.23639360892277797,-0.15347212553024292,-9.851125717163086,5.7683834597810346e-08,0.13100658357143402,5.562919616699219,-4.310671806335449,0.0,85.0,,15572.225
193,16320.75,0.3282080844621439,-0.1542852818965912,-10.151756286621094,8.242338367381308e-08,0.0879564881324768,4.589269638061523,-5.628815650939941,0.0,83.875,,15572.225
194,21586.875,-0.32199305587041765,0.25414809584617615,-12.865851402282715,6.225579340934928e-08,0.08703116327524185,6.151253700256348,-6.373417854309082,0.0,99.75,,15572.225
195,27639.125,-0.5309334943822048,0.510258674621582,-13.94300365447998,1.0542688499981523e-07,0.08502362668514252,6.9189958572387695,-6.428725242614746,0.0,113.0,,15572.225
196,17607.5,0.22685205845877787,0.07417693734169006,-10.690147399902344,7.506525889766635e-08,0.09244532138109207,4.609747409820557,-5.913777828216553,0.0,88.25,,15572.225
197,18580.75,0.1631619506055335,-0.10028968751430511,-10.74797248840332,5.549046377950617e-08,0.08669305592775345,5.478862762451172,-5.282706260681152,0.0,85.125,,15572.225
198,16544.125,-0.061626443314357016,0.304049015045166,-11.200018882751465,9.370588571755434e-08,0.08601762354373932,5.151479721069336,-5.658472061157227,0.0,93.875,,15572.225
199,17918.125,0.035498241925569635,-0.00040940940380096436,-11.959538459777832,7.669202517490703e-08,0.10418000817298889,4.871870040893555,-6.9838972091674805,0.0,91.0,,15572.225
200,19691.875,-0.45899952091193036,0.36251765489578247,-14.438433647155762,8.836997267280822e-08,0.08191376179456711,5.021896839141846,-8.972105026245117,0.0,114.5,16538.95,15572.225
201,14168.875,-0.1456775254006073,0.11679781228303909,-13.030352592468262,6.710270383791794e-08,0.07569153606891632,1.8702738285064697,-10.96759033203125,0.0,99.0,,15572.225
202,19998.625,-0.11084335021693059,0.2522326707839966,-12.711694717407227,5.220068288736002e-08,0.08466365933418274,5.481550216674805,-6.893248558044434,0.0,98.5,,15572.225
203,11790.0,0.6000593615589294,-0.03633282333612442,-9.074968338012695,6.314456157952009e-08,0.09781428426504135,2.4118146896362305,-6.601672172546387,0.0,77.75,,15572.225
204,18978.75,0.11745109761041955,-0.05148196220397949,-11.882855415344238,7.523723866142973e-08,0.1593553125858307,4.28638219833374,-7.488600254058838,0.0,91.25,,15572.225
205,14192.0,0.3733727314007918,-0.17358696460723877,-9.064650535583496,1.1908579722330614e-07,0.18680278956890106,3.7393693923950195,-5.312065124511719,0.0,81.5,,15572.225
206,18996.0,-0.4397034507048913,0.4357473850250244,-13.613980293273926,1.1505658648047756e-07,0.09539089351892471,3.4118735790252686,-9.670968055725098,0.0,107.5,,15572.225
207,23319.25,-0.44736625775279815,0.5743060111999512,-13.710678100585938,8.079868507593346e-08,0.04298985376954079,6.151478290557861,-6.941903591156006,0.0,106.375,,15572.225
208,23812.25,-0.26194700392607206,0.1840876340866089,-13.335206985473633,9.897573249872949e-08,0.06201634556055069,5.974404811859131,-7.1146979331970215,0.0,104.0,,15572.225
209,19981.25,0.23266257483075115,-0.15584155917167664,-10.328022956848145,7.1041874605271e-08,0.07900061458349228,5.458958625793457,-4.945905685424805,0.0,91.375,,15572.225
210,16806.875,-0.04605131881142775,0.17893224954605103,-12.44913387298584,9.408778112174332e-08,0.10174200683832169,3.5891048908233643,-8.579355239868164,0.0,103.5,16645.1,15572.225
211,20804.0,-0.07404106718143444,0.11455324292182922,-12.551342964172363,6.651370654253697e-08,0.10082878917455673,5.564206600189209,-6.771753787994385,0.0,98.375,,15572.225
212,18086.125,0.0825134266784304,-0.011360816657543182,-11.216035842895508,6.684658160338586e-08,0.1117575392127037,4.458652496337891,-6.656987190246582,0.0,95.0,,15572.225
213,21594.625,-0.25218194648500347,0.1712166666984558,-13.740365982055664,5.08178601421605e-08,0.07431654632091522,4.6369829177856445,-8.85784912109375,0.0,102.75,,15572.225
214,18365.125,0.5221568936527885,-0.21375085413455963,-9.741490364074707,7.853789441014669e-08,0.06853946298360825,5.589407920837402,-4.297293663024902,0.0,81.375,,15572.225
215,14852.75,0.6700849741261939,-0.5036764144897461,-7.7063889503479,7.596187145963995e-08,0.07286138087511063,4.15183162689209,-3.985372543334961,0.0,72.875,,15572.225
216,17535.625,0.07328575511527757,0.06553439795970917,-10.28605842590332,9.394863553779942e-08,0.05910597741603851,5.589770317077637,-4.571647644042969,0.0,84.375,,15572.225
217,19570.375,0.19704848968993904,0.7091509699821472,-9.298320770263672,1.234385536008631e-07,0.08233343064785004,6.001141548156738,-2.5056943893432617,0.0,84.875,,15572.225
218,13900.875,0.05671638205295704,-0.1068958267569542,-11.104046821594238,1.1008864220229952e-07,0.09206092357635498,3.327806234359741,-7.791074752807617,0.0,89.0,,15572.225
219,18650.625,-0.1746755605008364,0.18787583708763123,-12.055994033813477,7.035508531316736e-08,0.08400858938694,5.37549352645874,-6.408616542816162,0.0,97.125,,15572.225
220,13888.875,-0.13168525208443838,0.27748212218284607,-11.91136646270752,5.4087969658667134e-08,0.055125556886196136,3.516796827316284,-8.061962127685547,0.0,90.375,16196.375,15572.225
