update,mean_cost,mean_advantage,policy_loss,entropy_loss,capacity_loss,hinge_loss,spread_loss,contrastive_loss,imitation_loss,total_loss,priority_dropped,economy_dropped,val_rl_cost,best_val_cost
54,18682.25,-0.03374323561378399,0.3983384966850281,-11.083074569702148,3.419559035933162e-08,0.09354495257139206,0.05617032200098038,10.459707260131836,3.4837746620178223,3.408461093902588,0.0,93.5,,12170.175
55,14203.0,0.14610825323545806,0.29363715648651123,-9.77192497253418,4.336666137305656e-08,0.08409469574689865,0.04094584658741951,14.778447151184082,1.751539707183838,7.176739692687988,0.0,85.75,,12170.175
56,12444.625,0.13352758202443493,0.8145407438278198,-10.691356658935547,2.733047566039204e-08,0.06713315099477768,0.04465968534350395,10.21694278717041,1.6979669332504272,2.149886131286621,0.0,81.25,,12170.175
57,17900.0,-0.272013720233703,0.356218159198761,-12.265666007995605,5.123401791706783e-08,0.08624246716499329,0.05433147773146629,14.39004898071289,2.789564609527588,5.410740852355957,0.0,103.125,,12170.175
58,19868.0,-0.013046683740924464,0.01322493702173233,-11.085678100585938,5.848633577443252e-08,0.0861486941576004,0.05734533071517944,6.735400199890137,4.006542205810547,-0.18701696395874023,0.0,93.625,,12170.175
59,17161.125,0.2776462973883651,1.48977792263031,-10.839016914367676,3.88412786378467e-08,0.07892461121082306,0.0572679229080677,8.829874992370605,4.982490539550781,4.599318981170654,0.0,80.625,,12170.175
60,17309.625,-0.1690385390644152,0.23797041177749634,-12.78466510772705,5.64383348944375e-08,0.08674246817827225,0.07294215261936188,10.130709648132324,4.248027324676514,1.9917259216308594,0.0,92.25,12268.9,12170.175
61,24058.875,-0.5381158247980067,0.5192842483520508,-15.189732551574707,4.780043383334487e-08,0.08731547743082047,0.08748894184827805,4.435197830200195,5.100914001464844,-4.959531784057617,0.0,106.875,,12170.175
62,16643.5,0.5574138382572171,-0.13949018716812134,-9.799708366394043,5.4475755462135567e-08,0.08939103782176971,0.06353642791509628,16.99163246154785,3.200578451156616,10.405941009521484,0.0,78.875,,12170.175
63,14580.75,0.48820812946892256,-0.18334563076496124,-8.784551620483398,4.767022332430315e-08,0.08496695011854172,0.05725046619772911,10.442691802978516,2.9010117053985596,4.518023490905762,0.0,78.0,,12170.175
64,22069.375,-0.3596700364223045,0.3289484977722168,-12.693750381469727,3.86847034405946e-08,0.09219695627689362,0.061584342271089554,6.961193561553955,3.972346782684326,-1.2774786949157715,0.0,96.125,,12170.175
